'Ref_name','codes','Did','years','last_n','first_n','dob','dod'
MacLaine,D,SML,@1998,MacLaine,Shirley,,
MacLean,D,AMc,@1989,McLean,Alison,19xx,
Madden,D,IMd,@1993-1994,Madden,John,,
Maddin,D,GuM,@1985-1990,Maddin,Guy,,
Ben Maddow,BWP,,1950,Maddow,Ben,1909,1992
Magwood,WD,PMa,@1971,Magwood,Paul,,
Maggenti,WD,MgM,@1997,Maggenti,Maggie,19xx,19yy
Maggi,D,LMi,@1908-1914,Maggi,Luigi,,
Mailer,BD,NoM,@1987,Mailer,Norman,,
Maisch,D,xMa,@1938,Maisch,gn,,
Mahlin,D,CrM,@1997,Mahlin,Charlie,,199x
Makavejev,D,DuM,@1981-1985,Makavejev,Dusan,,
Makk,D,KaK,@1982,Makk,Karoly,,
Makmalbaf,D,SMf,@1999,Makmalbaf,Samira,19xx,19yy
Makmalbaf,D,MMf,@1996,Makmalbaf,Mohsen,19xx,19yy
Maldonado,D,JMd,@1989,Maldonado,Jose,19xx,
Malick,DPW,TMa,@1973-1999,Malick,Terence,,
Malle,D,LMa,@1956-1990,Mallé,Louis,1932,
Malmouth,D,BMa,@1981,Malmouth,Bruce,,
Malmros,D,NlM,@1992,Malmros,Nils,19xx,
A.Malraux,D,AMx,@1937,Malraux,André,,
Mamet,WD,DMa,@1987-1988,Mamet,David,,
Mehboob,D,xMb,@1957,Mehboob,xfn,,
Mamoulian,PD,RM,,Mamoulian,Rouben,1887,1987
Manchevski,D,MMa,@1995,Manchevski,Milcho,19xx,
Henry Mancini,M,,1954-1982,Mancini,Henry,1924,1994
Mancuso,P,,1980,Mancuso,"Frank,jr.",,
Mandel,D,RMa,@1986,Mandel,Robert,,
Mandoki,D,LuM,@1990-1993,Mandoki,Luis,,
Mangold,D,JMn,@1995-1997,Mangold,James,,1964
Mangolte,CD,BbM,@1974-1994,Mangolte,Babette,19xx,
D.Mankiewicz,WB,,1955-1958,Mankiewicz,Don,1922,
H.Mankiewicz,W,,1926-1952,Mankiewicz,Herman J.,1897,1953
J.L.Mankiewicz,WDP,JLM,@1946-1972,Mankiewicz,Joseph L.,1909,
T.Mankiewicz,W,,1972-1977,Mankiewicz,Tom,1942,
Abbey Mann,W,,1961-1980,Mann,Abbey,1927,
Ant.Mann,D,AnM,@1942-1968,Bundesmann,Emil,1906,1967
Dan.Mann,D,DaM,@1952-1981,Mann,Daniel,1912,1991
Del.Man,D,DeM,@1955-1981,Mann,Delbert,1920,
M.Mann,WDP,MM,@1979-1992,Mann,Michael,,
H.Mann,B,,@1905,Mann,Heinrich,1871,1950
N.Mann,V,,1930-1956,Mann,Ned,1893,1967
Ron.Mann,D,RoM,@1981,Mann,Ron,1958,
T.Mann,B,,,Mann,Thomas,1875,1955
March,D,AlM,@1965,March,Alex,,
Margheriti,D,AMg,@1962-1964,Margheriti,Antonio,,
Margolin,D,SMa,@1979,Margolin,Stuart,,
Mari,AD,FbM,@1917,Mari,Febo,,
E.Marin,D,ELM,@1932-1951,Marin,Edwin L.,1901,1951
Eu.Marin,D,EuM,@1972,Marin,Eugenio,,
Marino,D,GGM,@1993,Marino,Gustavo Graef,19xx,
Marischka,D,EMr,@1955,Marischka,Ernst,,
Marker,D,CMk,@1952-1977,Bouche-Villeneuve,Christian,1921,
Marketaki,D,TMk,@1984,Marketaki,Tonia,19xx,
D.Markey,D,DMk,@1991,Markey,Dave,,
G.Markey,WP,,1929-1947,Markey,Gene,1895,1980
F.Markle,D,FlM,@1949-1963,Markle,Fletcher,1921,
P.Markle,D,PeM,@1984-1989,Markle,Peter,,
Markovic,D,GoM,@1993,Marković,Goran,,
Markowitz,D,RMw,@1983-1998,Markowitz,Robert,,
Pev Marley,C,,1935-1939,Marley,J. Peverell,1901,
Marquand,DA,CMq,@1981,Marquand,Christian,,
Marquand,D,RMq,@1981-1985,Marquand,Richard,,
F.Marshall,PD,FrM,@1990-1995,Marshall,Frank,,
Geo.Marshall,AD,GM,@1917-1969,Marshall,George,1891,1975
Gey.Marshall,D,GyM,@1982-1996,Marshall,Gerry,,
P.Marshall,D,PnM,@1990,Marshall,Penny,,
S.Marshall,D,ScM,@1997,Marshall,Scott,,
Mart,D,dPlM,@1966,Mart,Paul,,
Martineau,D,JqM,@1999,Martineau,Jaques,19xx,19xx
E.Martin,D,EgM,@1972,Martin,Eugenio,,
M.Martin,D,MiM,@1998,Martin,Michael,,
P.Martin,WD,PaM,@1934,Martin,Paul,,
Martinson,D,LHM,@1962-1970,Martinson,Leslie H.,,
Marton,D,AMa,@1954-1966,Marton,Andrew,,
Pierre Marton,W,,1963-1978,Stone,Peter,1930,
A.Marvin,CD,AMv,@1900,Marvin,Arthur,,
E.Marvin,D,EMv,@1936,Marvin,Edward L.,,
Mason,D,HeM,@1936-1945,Mason,Herbert,1891,1960
Masters,D,QMa,@1981,Masters,Quentin,,
Masterson,D,PtM,@1986,Masterson,Peter,,
Mastroianni,D,AmM,@1989,Mastroianni,Armand,,
Masumura,D,YMa,@1957-1965,Masumura,Yasuzo,,
Matalon,WPD,EMt,@1977,Matalon,Eddie,19xx,
Mate,CD,RdM,@1948-1949,Maté,Rudolf,,
Mattinsson,DP,BMs,@1983,Mattinsson,Burney,,
Mattsson,DW,AMs,@1944-1978,Mattsson,Arne,1919,
Maurer,PDA,NMa,@1963,Maurer,Norman,,
J.Maxwell,P,,1928,Maxwell,John,1875,1940
P.Maxwell,D,PMw,@1980,Maxwell,Peter,,
R.Maxwell,WD,RFM,@1980-1993,Maxwell,Ronald F.,,
E.May,D,EMa,@1970-1987,May,Elaine,,
J.May,D,JMa,@1915-1944,Mandel,Joe (Joseph),1880,1954
Mayakowski,D,VMa,@1921,Mayakowski,Vladimir,,
Meyers,WD,NMe,@1998,Meyers,Nancy,,
Mayer,P,,,Meyer,Louis B.,1885,1957
Mayfield,D,LMf,@1997,Mayfield,Les,19xx,199x
Maylam,D,TMy,@1978,Maylam,Tony,,
Mayo,DP,AM,@1926-1957,Mayo,Archie,1891,1968
Maysles,PD,id,@1957-1998,Maysles,Albert,1926,1998x
D.Maysles,P,id,@1957,Maysles,Albert,1932,1987
Mazursky,ADWP,PM,@1970-1989,Mazursky,Paul,1938,
Donald McAlpine,C,,1979-1993,McAlpine,Donald,19xx,
McBride,D,JMB,@1968-1993,McBride,James,1941,
McCandless,D,PMC,@1990,McCandless,Peter,1940,
McCarey,WDP,LMC,@1929-1962,McCarey,Leo,1898,1969
McCutcheon,CD,WMc,@1903,McCutcheon,Wallace,19xx,
F.McDonald,D,FMD,@1936-1946,McDonald,Frank,,
H.McDonald,D,HMD,@1996,McDonald,Hettie,,
McEveety,DA,VME,@1970-1992,McEveety,Vincent,,
McGann,D,WMG,@1939,McGann,William,,
McGuire,WDA,DMG,@1956-1957,McGuire,Don,1919,
McGrath,D,JMG,@1968-1980,McGrath,Joseph,,
McHenry,PD,DMH,@1991-1994,McHenry,Doug,19xx,
McLaglen,D,AVL,@1956-1982,McLaglen,Andrew V.,1925,
McLaren,D,NLr,@1953,McLaren,Norman,,
McLeod,D,NML,@1931-1959,McLeod,Norman Z.,1898,1964
L.McMurty,B,,1963-1993,McMurty,Larry,,
McNaughton,WD,IMN,@1990-1993,McNaughton,John,,
Scott McPherson,WB,id,1997,McPherson,Scott,,1996
McRae,D,HMR,@1928,McRae,Henry,,
McTiernan,D,IMT,@1988-1993,McTiernan,John,,
Mead,WD,NkM,@1993,Meade,Nick,19xx,
Medak,D,PMe,@1972-1994,Medak,Peter,,
Medem,D,JMm,@1994,Medem,Julio,19xx,
Medford,D,DM,@1955-1971,Medford,Don,,
Megahey,D,LMg,@1994,Megahey,Leslie,19xx,
Mehrjui,D,DMj,@1999,Mehrjui,Dariush,19xx,19yy
Mehta,D,DpM,@1994-1996,Mehta,Deepa,19xx,
Meins,D,GMe,@1934,Meins,Gus,,
Melford,D,GMf,@1910-1923,Melford,George,,
Melies,D,GMs,@1896-1912,Méliès,Georges,1861,1938
Melniker,PD,BeM,@1993,Melniker,Benjamin,19xx,
Melville,DWA,JPM,@1947-1972,Grumbach,JeanPierre,1917,1973
Mendes,D,LoM,@1927-1946,Mendes,Lothar,1894,1974
Mendelux,D,GMx,@1980-1986,Mendelux,George,,
Mendez,D,FMe,@1957,Mendez,Fernando,19xx,
Merendino,D,JMr,@1998,Merendino,James,19xx,19yy
Menendez,D,RaM,@1989,Menendez,Ramon,,
Menges,CD,CMe,@1991-1992,Menges,Chris,,
Menkes,D,NMk,@1990,Menkes,Nina,,
Menshov,D,VlM,@1980,Menshov,Vladimir,,
Mentasti,D,OrM,@1911,Mentasti,Oreste,19xx,
Mentges,D,JMe,@1990,Mentges,Jeff,,
Menzel,D,JM,@1966,Menzel,Jiv ri,1938,
Menzies,VD,WCM,@1931-1954,Menzies,William Cameron,1896,1957
Mercanton,D,LMe,@1912,Mercanton,Louis,,
Merchant,WPD,IsM,@1994,Merchant,Ismael,,199x
Merendino,D,JMr,@1998,Merendino,James,19xx,19yy
Merlet,WD,AMt,@1995-1997,Merlet,Agnès,19xx,
Merzbach,D,xMe,@1935,Merzbach,gn,,
Meshekoff,D,MtM,@1993,Meshekoff,Matthew,19xx,
Meszaros,D,MMz,@1988,Meszaros,Marta,,
Metcalfe,WD,TMe,@1996,Metcalfe,Tim,,
A.Metzger,D,AMz,@1990,Metzger,Alan,,
R.Metzger,D,RMe,@1961-1978,Metzger,Radley,1930,
A.Meyer,D,AMe,@1973,Meyer,Andrew,,
N.Meyer,BWD,NiM,@1979-1985,Meyer,Nicholas,1945,
Russ Meyer,D,RuM,@1959-1998,Meyer,Russ,1923,
Myerson,D,AMy,@1973,Myerson,Alan,,
Micheaux,D,OsM,@1931,Micheaux,Oscar,19xx,
Mikhalkov,DW,NMv,@1987,Mikhalkov,Nikita,,
Milchan,P,,1990,Milchan,Arnon,19xx,
Miles,D,Wmi,@1980,Miles,William,19xx,
Milestone,D,LM,@1925-1962,Milstein,Levis,1895,1980
Mignatti,WD,VMi,@1998,Mignatti,Victor,,
Milius,WD,IMi,@1973-1982,Milius,John,1945,
Milland,AD,RMl,@1955,Milland,Ray,1905,
G.Millar,D,GaM,@1986,Millar,Gavin,,
St.Millar,PD,StM,@1972-1975,Millar,Stuart,1929,
C.Miller,D,ClM,@1976-1993,Miller,Claude,1942,
D.Miller,ED,DMi,@1941-1976,Miller,David,1909,
Don Miller,P,,@1989-1993,Miller,Don,1909,
Geo.Miller,D,GeM,@1979-1992,Miller,George,1945,
Js.Miller,AWD,JMl,@1982,Miller,Jason,1939,
Jt.Miller,D,,,Miller,Jonathan,,
M.Miller,D,MMi,@1976-1982,Miller,Michael,,
R.E.Miller,D,REM,@1966-1980,Miller,Robert Ellis,,
R.Miller,D,RlM,@1994,Miller,Randall,,
Milligan,WD,AyM,@1970,Milligan,Andy,1929,1991
Milonaka,D,IlM,@1988,Milonaka,Ilia,,
Milton,D,RMi,@1932,Milton,Robert,,
Minghella,WD,AMi,@1991-1993,Minghella,Anton,,
Minnelli,D,VM,@1943-1976,Minnelli,Vincent,1910,1991
Miner,DP,SMi,@1981-1990,Miner,Steve,,
Mishima,BA,YMi,1968,Mishima,Yukio,,1970
C.Mitchell,D,CMt,@1923,Mitchell,Claude,19xx,
R.Mitchell,D,RMt,@1999,Mitchell,Roger,19xx,19yy
Mitchum,APMW,,1958,Mitchum,Robert,1917,
Mitz,D,MMz,@1992,Mitz,Michael,,
Mizoguchi,DA,KMz,@1923-1956,Mizoguchi,Kenji,1898,1956
Mobray,D,MaM,@1984-1989,Mobray,Malcolm,,
Model,DP,BMo,@1991,Model,Ben,,
Molinaro,D,EMo,@1957-1996,Molinaro,Edouard,1928,
Molander,D,GvM,@1934-1938,Molander,Gustav,,
Mones,D,PlM,@1991,Mones,Paul,19xx,
Monger,WD,ChM,@1990,Monger,Christopher,,
Monicello,D,MMo,@1981,Monicello,Mario,,
Montagu,D,IvM,@1928-1936,Montagu,Ivor,1904,1964
Montell,D,JuM,@1993,Montell,Judy,19xx,
Montero,D,RMr,@1976,Mentero,Roberto,,
Montgomery,AD,RMo,@1946-1960,Montgomery,Henry,1904,1981
Moon,D,IMo,@1946,Moon,Irwin,,199x
M.Moore,DA,MMr,@1990,Moore,Michael,,
R.Moore,DA,RbM,@1976-1979,Moore,Robert,1927,
Moorhouse,WD,JoM,@1992-1997,Moorhouse,Jocelyn,,
Morahan,D,AMr,@1995,Morrahan,Andy,19xx,
Moreton,D,DMo,@1999,Moreton,Dvid,19xx,19yy
Dname,D,Did,@1999,fname,xn,19xx,19yy
H.Morgan,D,HaM,@1964,Morgan,Harry,,
W.Morgan,D,WlM,@1941,Morgan,William,,
Morin,D,RtM,@1992,Morin,Robert,,
Morita,D,YoM,@1980-1984,Morita,Yoshimitsu,,
Moritani,D,ShM,@1973,Moritani,Shiro,,
E.Morris,DW,ErM,@1978-1997,Morris,Errol,1947,
H.Morris,D,HMo,@1968,Morris,Howard,,
Morrissey,DWC,PMo,@1961-1978,Morrissey,Paul,1939,
Moretti,D,NnM,@1994,Moretti,Nanni,19xx,
Morrow,AD,ViM,@1961,Morrow,Vic,1932,1982
H.Morse,D,HwM,@1972,Morse,Hollingsworth,,
T.Morse,D,TMo,@1939-1965,Morse,Terry,1906,
Morton,D,RkM,@1988-1993,Morton,Rocky,,
Moses,D,BnM,@1994,Moses,Ben,19xx,
Mostow,D,JMw,@1997,Mostow,Jonathan,,199x
Moxey,D,IMx,@1960,Moxey,John,,
Mottola,D,GrM,@1997,Mottola,Greg,,199x
Moyle,D,AMo,@1990,Moyle,Alan,19xx,
Mugge,DP,RMg,@1992-1994,Mugge,Robert,,
Mulcahy,D,RhM,@1984-1994,Mulcahy,Russell,,
Muller,D,RyM,@1993,Müller,Ray,,
Mulligan,DP,RMu,@1957-1983,Mulligan,Robert,1925,
Munk,D,AMk,@1963,Munk,Andrzej,,1963
Murakami,D,JTM,@1980,Murakami,Jimmy T.,,
F.W.Murnau,D,FM,@1919-1931,Plumpe,Friedrich Wilhelm,1888,1931
D.Murphy,D,DMu,@1922,Murphy,Dudley,,
E.Murphy,ADW,EMu,@1989,Murphy,Eddie,,
G.Murphy,D,GMu,@1980-1996,Murphy,Geoff,1949,
R.Murphy,DW,RMp,@1941-1955,Murphy,Ralph,1895,1967
Rich.Murphy,WD,RMr,@1960,Murphy,Richard,1912,
Musker,D,IMu,@1992,Musker,John,,
Musser,D,CMu,@1982,Musser,Charles,,
Musso,WDM,JMi,@1937,Musso,Jeff,,
Mutrux,D,FMx,@1978,Mutrux,Floyd,,
Naderi,D,AiN,@1984,Naderi,Amir,19xx,19yy
Nair,D,MNa,@1989-1997,Nair,Mira,,
Nakahara,D,SNa,@1991,Nakahara,Shun,,
Nakajima,WD,TNa,@1993,Nakajima,Takeo,,
Napier,D,xNa,@1992,Napier,gn,19xx,
Napoleon,WD,AN,@1958,Napoleon,Art,,
Naruse,D,MiN,,Naruse,Mikio,,
Narizzano,D,SNz,@1966,Narizzano,Silivo,,
Naud,DP,WTN,@1965-1966,Naud,William T.,19xx,
Neame,CWD,RoN,@1947-1971,Neame,Ronald,1911,
Nava,WD,GrN,@1997,Nava,Gregory,,199x
Neckering,WD,AmN,@1990,Neckering,Amy,,
H.Needham,D,HNe,@1977,Needham,Hal,,
Negrin,D,ANe,@1992,Negrin,Alberto,,
Negulesco,D,JN,@1944-1955,Negulesco,Jean,1900,
Neilan,DA,MaN,@1916-1937,Neilan,Marshall,1891,1958
J.Neill,D,,1915,Neill,James,,
R.W.Neill,D,RWN,@1917-1946,deGostric,Roy William (Roland),1890,1946
Neilson,D,JNs,@1956-1963,Neilson,James,,
Nelson,WD,TBN,@1997,Nelson,Tim Blake,19xx,199x
G.Nelson,D,GNs,@1980,Nelson,Gary,,
Gn.Nelson,AD,GnN,@1961,Nelson,Gene,,
J.Nelson,D,JkN,@1927,Nelson,Jack,,
R.Nelson,D,RNe,@1962-1976,Nelson,Ralph,1962,1987
Nemec,D,JNe,@1966-1989,Nemec,Jan,19bb,
K.Neumann,DPW,KuN,@1932-1958,Neumann,Kurt,1908,1958
S.Neumann,D,StN,@1991,Neumann,Stan,,
Newell,D,MNe,@1980-1994,Newell,Mike,1943,
Newfield,D,SNe,@1944,Newfield,Sam,,
Newland,D,INw,@1959-1970,Newland,John,,
A.Newman,M,,1937-1955,Newman,Alfred,,
J.Newman,DP,JNm,@1931-1963,Newman,Joseph M.,1909,
P.Newman,ADPW,PNe,@1968-1987,Newman,Paul,,
Newmeyer,D,FNm,@1922,Newmeyer,Fred,19xx,
Nga,AD,TTN,@1993,Nga,Tiana Thi Thanh,19xx,
Ngabo,D,LNg,@1992,Ngabo,Léonce,19xx,
Niblo,DA,FrN,@1918-1941,Nobile,Frederico (Fred),1874,1948
Niccol,D,ANi,@1997,Niccol,Andrew,19xx,199x
Nichetti,WAD,MzN,@1987-1993,Nichetti,Maurizio,,
Nickman,PECD,JnN,@1990,Nickman,Jan C.,,
C.Nichols,D,CAN,@1972,Nichols,Charles A.,,
D.Nichols,WD,DuN,@1946-1947,Nichols,Dudley,1895,1960
M.Nichols,D,MN,@1966-1997,Peschkowsky,Michael Igor,1931,
A.Nicholson,D,ArN,@1981,Nicholson,Arch,,
J.Nicholson,AWD,JNi,@1977-1990,Nicholson,Jack,,
Nicolella,D,INi,@1997,Nicolella,John,19xx,199x
Lennie Niehaus,M,,1985-1995,Niehaus,Lennie,19xx,
Nigh,D,WlN,@1938,Nigh,William,,
Nilsson,D,RNi,@1985,Nilsson,Rob,,
Nimoy,AD,LeN,@1984-1988,Nimoy,Leonard,1931,
NixonBrowne,D,(JNB),,Nixon-Browne,Jack,,
Nolan,WD,CNo,@1999,Nolan,Christopher,,
Ch.Noonan,D,ChN,@1995,Noonan,Chris,,199x
Ty.Noonan,APWD,TyN,@1964,Noon,Thomas (Tommy),1921,1968
T.Noonan,AD,ToN,@1994,Noonan,Tom,,
Norman,D,LNm,@1954,Norman,Leslie,,
Norris,D,ANo,@1993,Norris,Aaron,19xx,
M.Norman,(D),MNm,@1915,Norman,Mabel,,
Norrington,D,SNo,@1998,Norrington,Stephen,,
Norton,D,BWN,@1979,Norton,B.W.L.,,
N.Nosseck,D,MNo,@1945,Nosseck,Max,,
N.Nosseck,DP,NNo,@1937-1991,Nosseck,Noel,,
Nossiter,D,JNo,@1997,Nossiter,Jonathan,,199x
Nougmanov,D,RNo,@1988,Nougmanov,Rachid,19xx,
Novaro,D,MNv,@1992,Novaro,Maria,19xx,
Noyce,D,PhN,@1989-1997,Noyce,Phillip,,
Nube,D,CDN,@1991,Nube,Chris D.,,
Nuchtern,D,SiN,@1983,Nuchtern,Simon,,
Nugent,APWD,ElN,@1932-1951,Nugent,Elliot,1899,1980
Frank Nugent,W,,1949-1963,Nugent,Frank S.,,
Nunez,D,VNu,@1987-1997,N unez,Victor,,
Nunn,D,TNu,@1975-1986,Nunn,Trevor,,
Nutley,D,CNu,@1993,Nutley,Colin,19xx,
Nuytten,CD,BNu,@1989,Nuytten,Bruno,,
Nykvist,CD,SvN,"@1992,1953",Nykvist,Sven,1922,
Nyby,D,CNy,@1952-1971,Nyby,Christian,1919,
Obst,PD,LOb,@1996,Obst,Lynda,,1999
OConnelly,D,JOC,@1968,O'OConnelly,James,,
OConnor,D,POC,@1988-1998,O'Connor,Pat,,
Odets,D,ClO,@1944,Odets,Clifford,,
Oedekerk,D,SOe,@1990,Oedekerk,Steve,,
OHara,D,GeO,@1976,OHara,Gerry,,
Olcott,D,SiO,@1912,Olcott,Sidney,,
Oldman,AD,GOl,@1997,Oldman,Gary,,199x
Olin,D,KOl,@1994,Olin,Ken,19xx,
Oliansky,WD,JoO,@1980,Oliansky,Joel,,
Olivier,ADP,LOl,@1944-1969,Olivier,Lord Laurence,1907,
Ondricek,C,,1976,Ondru iv cek,Miroslav,,
ONeil,D,RVO,@1983,O'Neil,Robert Vincent,,
Opetek,D,FOp,@1998,Opetek,Ferzan,,
Max Ophuls,CD,MOp,@1930-1955,Oppenheimer (Ophüls),Max,1902,1957
M.Ophuls,CD,MOs,@1963-1976,Ophüls,Marcel,,
Orona,D,GaO,@1990,Orona,Gary,19xx,
ORourke,D,DOR,@1991,O'Rourke,Dennis,1948,
Orr,WD,JmO,@1995,Orr,James,,
Ortega,GD,KOr,@1992-1993,Ortega,Kenny,,
John Osborne,B,,1959-1985,Osborne,John,1930,1994
Oshima,D,NOs,@1960-1978,Oshima,Nagisa,,
G.Oswald,D,GOw,@1956-1971,Oswald,Gerd,1916,
R.Oswald,D,RiO,@1916-1949,Oswald,Richard,1880,1963
OSteen,D,SOS,@1976,O'Steen,Sam,,
Otomo,D,KOt,@1988,Otomo,Katsushiro,,
Ottinger,D,UlO,@1977-1989,Ottinger,Ulrike,,
Ouedraogo,D,IdO,@1992,Ouedraogo,Idrissa,19xx,
Oury,AWD,GOu,@1960-1980,Tannenbaum,Max Gérard,1919,
Owen,D,CfO,@1967,Owen,Cliff,,
Owenpname,D,dcode,@19dd,bn,gn,19xx,
Oxenberg,AD,JOx,@1992,Oxenberg,Jan,,
Oxilia,AD,NOx,@1913,Oxilia,Nino,19xx,
Oz,APD,FOz,@1983-1997,Oznowicz,Frank,1944,
Ozerov,D,xOz,@1969,Ozerov,gn,19xx,
Ozgenturk,WD,AOz,@1982,Ozgenturk,Ali,,
Ozu,D,YOz,@1927-1962,Ozu,Yasujiro,1903,1963
Pabst,D,GP,@1923-1956,Wilhelm,George,1885,1967
Pachard,D,HPa,@1982,Pachard,Henri,,199x
Pacino,AD,AlP,@1987,Pacino,Al,1939,
Padovan,D,APv,@1911,Padovan,Adolfo,19xx,
A.Page,D,AnP,@1968-1994,Page,Anthony,1935,
Pagnol,WD,MPa,@1934-1955,Pagnol,Marcel,1894,1974
Pakula,D,AJP,@1976-1993,Pakula,Alan J.,,1998
Pal,PD,GPl,@1960,Pal,George,,
Palcy,D,EPy,@1984,Palcy,Euzhan,,
Palekar,D,APl,@1990,Palekar,Arnol,19xx,
Palermi,D,,1923-1926,Palermi,Amleto,19xx,
Palmer,D,ToP,@1984,Palmer,Tony,,
Paltrow,PD,BrP,@1982,Paltrow,Bruce,,
Panama,WPD,NPa,@1955-1977,Panama,Norman,1914,
Papastathis,D,LPs,@1987,Papastathis,Lakis,19xx,
Papatakis,D,NPk,@1967-1986,Papatakis,Nikos,19xx,
Parajanov,D,SgP,@1990,Parajanov,Sergei,19xx,
Parent,D,JPt,@1935,Parent,James,,199x
Paris,D,JrP,@1968,Paris,Jerry,,
Parisot,D,DPs,@1996,Parisot,Dean,,
Park,D,NiP,@1991,Park,Nick,19xx,
Albert Parker,D,AlP,@1918-1936,Parker,Albert,,
A.Parker,WD,APa,@1973-1990,Parker,Alan,1944,
D.Parker,D,DPa,@1992,Parker,David,,
J.Parker,PWD,IPa,@1955,Parker,John,,
T.Parker,WDA,TPa,@1998,Parker,Trey,,
Parks,D,GPk,@1971,Parks,Gordon,,
Parrish,D,RPa,@1951-1971,Parrish,Robert,,
Parrott,D,JPa,@1930-1835,Parrott,James,1892,1939
Parry,APD,GoP,@1948-1960,Parry,Gordon,1908,1981
C.Pascal,D,CPc,@1991,Pascal,Christine,,
G.Pascal,PD,GPa,@1940-1945,Pascal,Gabriel,1894,1954
Pasolini,WD,PaP,@1961-1975,Pasolini,Pier Paolo,1922,1975
Pasquin,D,IPq,@1997,Pasquin,John,,199x
Passer,D,IvP,@1964-1992,Passer,Ivan,1933,
Pathe,PD,CPa,@1902,Pathé,Charles,1863,1978
Patzak,D,PPz,@1989,Patzak,Peter,19xx,
Stv.Paul,DPW,SvP,@1980,Paul,Steven,,
Stf.Paul,D,SfP,@1980,Paul,Stefan,,
Payne,D,AxP,@1997,Payne,Alexander,19xx,19yy
Pearce,D,RPe,@1981-1992,Pearce,Richard,,
Peckinpah,DAW,SaP,@1961-1983,Peckinpah,Sam,1926,
Peerce,D,LPe,@1969-1981,Peerce,Larry,,
Pelissie,D,JMP,@1973,Pellissie,Jean-Marie,,
Pellington,D,MPl,@1997,Pellington,Mark,19xx,199x
A.Penn,D,ArP,@1958-1981,Penn,Arthur,1922,
L.Penn,D,LeP,@1964,Penn,Leo,,
S.Penn,AWD,SeP,@1991,Penn,Sean,,
Pennebaker,D,DAP,@1993,Pennebaker,D.A.,19xx,
PenningtonRichards,D,CPR,@1968,Pennington-Richards,C.,19xx,
M.Peploe,WD,MkP,@1992,Peploe,Mark,,
C.Peploe,WD,CP,@1987-1992,Peploe,Clare,1945,
Peppard,AD,GPe,@1980,Peppard,George,,
Pereira,WD,MPe,@1990,Pereira,Migual,,
Perelman,D,PPm,@1987-1992,Perelman,Pablo,19xx,
Perello,D,HPe,@1990,Perello,Hope,19xx,
Peretz,D,JPe,@1998,Peretz,Jesse,,
Perier,D,EPe,@1971,Périer,Etienne,19xx,
Perinal,CD,,1940,Périnal,Georges,,
Perkins,AD,APe,@1986,Perkins,Anthony,,
Perlberg,P,,1939-1964,Perlberg,William,1892,1969
Perret,D,LcP,@1911-1913,Perret,Léonce,19xx,
E.Perry,CP,,1962-1981,Perry,Eleanor,,1981
F.Perry,DA,FPy,@1962-1976,Perry,Frank,1930,
Persky,D,BiP,@1981,Persky,Bill,,
Person,D,LSP,@1991,Person,Luis Sergio,,
Peschke,D,APk,@1990,Peschke,Anton,,
Peters,P,,,Peters,Jon,1945,
Petersen,D,WoP,@1981-1993,Petersen,Wolfgang,,
Petri,D,ElP,@1959-1970,Petri,Elio,,
Petrie,D,DPt,@1959-1982,Petrie,Daniel,1920,
Petrov,D,xPe,@1944,Petrov,gn,,
Pevney,AD,JoP,@1950-1966,Pevney,Joseph,1920,
Phalke,D,DGP,@1913,Phalke,D.G.,,
Phillips,AD,LPh,@1974-1980,Phillips,Lee,,
Pialat,WD,MPi,@1968-1992,Pialat,Maurice,1925,
Picazo,D,MiP,@1985,Picazo,Miguel,,
Pichel,AD,IrP,@1932-1954,Pichel,Irving,1891,1954
Pieplow,D,IPi,@1998,Pieplow,John,,
L.Pierce,D,LPi,@1984,Pierce,Larry,,
C.B.Pierce,D,CBP,@1978,Pierce,Charles B.,,
Pierson,DW,FrP,@1965-1976,Pierson,Frank R.,1945,
Pinoteau,D,ClP,@1980,Pinoteau,Claude,19xx,
Pintilie,D,LuP,@1980-1992,Pintilie,Lucien,19xx,
Plympton,D,BPl,@1998,Plympton,Bill,,
Pires,D,GPi,@1968,Pirès,Gérard,19xx,
Poe,B,,,Poe,Edgar Allen,1809,1849
L.Poirier,DS,LPo,@1920,Poirier,Léon,,
M.Poirier,D,MPo,@1998,Poirier,Manuel,,
Poitier,AD,SPo,@1975-1981,Poitier,Sidney,,
Polanski,DA,RoP,@1961-1980,Polanski,Roman,1933,
Polglase,V,,1919-1968,Polglase,Van Nest,1898,1968
Pollard,D,HPo,@1929,Pollard,Harry,,
B.Pollack,DP,BaP,@1972,Pollack,Barry,,
J.Pollack,D,JfP,@1997,Pollack,Jeff,,
S.Pollack,ADP,SP,@1962-1993,Pollack,Sydney,1934,
Pollock,D,GeP,@1956-1979,Pollock,George,1907,
Polonsky,DW,APo,@1948-1969,Polonsky,Abraham,,
Polselli,WD,RtP,@1960,Polselli,Renato,,
Pommer,PD,EP,@1938-1939,Pommer,Erich,1899,1966
Ponti,P,,1975,Ponti,Carlo,,
Pontocorvo,D,GiP,@1960-1970,Pontocorvo,Gillo,1919,
Cole Porter,M,,1929-1957,Porter,Cole,1891,1964
E.S.Porter,D,ESP,@1896-1907,Porter,Edwin S.,,
Portillo,D,LPt,@1985,Portillo,Lourdes,19xx,
Post,D,TPo,@1956-1981,Post,Ted,1925,
H.Potter,D,HCP,@1936-1957,Potter,H.C.,1904,1977
