Acteur_ID,Acteurs,Act_CDB,Act_CDF,Act_Prenoms,Act_Noms,Act_Sx,Act_DDN,Act_DDD,Act_Prf,Act_Orig
100330,Pierre Barouh,,,Pierre,Barouh,M,,199x,RU:,Un
100331,Gig Young,1940,1978,Byron,Barr,M,1913,1978,R:pleasantly bemused air,Am
100332,Maria Barranco,,,Maria,Barranco,F,,199x,RU:,Un
100333,MarieChristine Barrault,1969,1978,Marie-Christine,Barrault,F,1944,199x,RU:,Fr
100334,JeanLouis Barrault,1935,1967,Jean-Louis,Barrault,M,1910,1994,R:stage actor,Fr
100335,Barbara Barrie,1964,1980,Barbara,Barrie,F,,199x,R:pert,Am
100336,Edgar Barrier,1940,1963,Edgar,Barrier,M,1906,1964,R:suave villain,Am
100337,Maurice Barrier,1982,,Maurice,Barrier,M,,199x,RU:,Fr
100338,George Barris,1979,,George,Barris,M,,199x,RU:,Un
100339,Joan Barry,1922,1934,Joan,Barry,F,1903,199x,R:lead,Br
100340,Andrea King,1944,1969,Georgetta,Barry,M,1915,199x,R:lead,Fr-Am
100341,Barry Sullivan,1943,1977,Patrick,Barry,M,1912,1994,R:rugged lead,Am
100342,Drew Barrymore,1982,1992,Drew,Barrymore,F,1976,199x,R:determined child,Am
100343,John Barrymore III,,,John,Barrymore,M,,199x,RU:,Un
100344,Diane Barrymore,1942,1944,Diane Blanche,Barrymore Blythe,F,1921,1960,R:unhappy,Am
100345,Paul Bartels,1976,1981,Paul,Bartels,M,1940,199x,R:wild,Am
100346,Eddie Barth,1979,,Eddie,Barth,M,,199x,RU:,Un
100347,Richard Barthelmess,1916,1942,Richard,Barthelmess,M,1895,1963,R:presentable innocent,Am
100348,Nancy Walker,1943,1977,Ann Swoyer,Barto,F,1921,1992,R:pint-size waitress,Am
100349,James Barton,1923,1961,James,Barton,M,1890,1962,R:grubby,Am
100350,Richard Basehart,1947,1982,Richard,Basehart,M,1915,1984,R:thoughtful,Am
100351,Count Basie,,,William,Basie,M,,199x,R:musician,Am
100352,Tony Basil,1969,,Tony,Basil,M,,199x,RU:,Un
100353,Kim Basinger,1982,1989,Kim,Basinger,F,1953,1998,R:stunning,Am
100354,Richard Baskin,1975,1976,Richard,Baskin,M,,199x,RU:,Un
100355,Lina Basquette,1916,1928,Lena,Basquette,F,1907,199x,R:dancer,Am
100356,Alfie Bass,1954,1967,Alfie,Bass,M,,1987,R:sr,Ct
100357,Albert Basserman,1913,1948,Albert,Basserman,M,1867,1952,R:sympathetic,Ge
100358,Angela Bassett,1991,1993,Angela,Bassett,F,1958,199x,R:mother,Un
100359,Steve Bassett,1983,,Steve,Bassett,M,,199x,RU:,Un
100360,Alexandra Bastedo,1963,1975,Alexandra,Bastedo,F,1946,199x,R:lead,Ca-It-Br
100361,Kathy Bates,1982,1990,Kathy,Bates,F,1958,199x,R:plump,Am
100362,Barbara Bates,1949,,Barbara,Bates,F,,199x,RU:,Un
100363,Alan Bates,1959,1983,Alan,Bates,M,1934,199x,R:thoughtful tough,Br
100364,Michael Bates,1955,1977,Michael,Bates,M,1920,1978,R:stupid policeman,Br
100365,Arletty,1931,1972,Leonie,Bathiat,F,1898,1992,R:world-weary,Fr
100366,Belinda Bauer,1983,1990,Belinda,Bauer,F,,199x,R:dancer,Am
100367,Steven Bauer,1983,1986,Steven,Bauer,M,,199x,RU:,Un
100368,James Garner,1956,1993,James,Baumgarner,M,1928,199x,R:amiable,Am
100369,Harry Baur,1910,1942,Harry,Baur,M,1880,1943,R:celebrated,Fr
100370,Barbara Baxley,1958,1979,Barbara,Baxley,F,,199x,R:gorgeous,Am
100371,Anne Baxter,1940,1983,Ann,Baxter,F,1923,1985,R:shy innocent,Am
100372,Alan Baxter,1935,1971,Alan,Baxter,M,1908,1976,R:colonel,Am
100373,Warner Baxter,1914,1950,Warner,Baxter,M,1889,1951,R:distinguished,Am
100374,Nathalie Baye,1950,1982,Nathalie,Baye,F,,199x,RU:,Un
100375,Gary Bayer,,,Gary,Bayer,M,,199x,RU:,Un
100376,Geoffrey Bayldon,1953,1983,Geoffrey,Bayldon,M,1924,199x,R:lanky excentric,Br
100377,Stephanie Beacham,1969,1980,Stephanie,Beacham,F,1949,199x,R:lead,Br
100378,Jennifer Beals,,,Jennifer,Beals,F,,199x,RU:,Un
100379,Emanuelle Beart,1985,1991,Emanuelle,Béart,F,1965,,R:naive beauty,Fr
100380,John Warwich,1935,1959,John McIntosh,Beattie,M,1905,1972,R:lead,Au
100381,Ned Beatty,1972,1983,Ned,Beatty,M,1937,199x,R:chubby,Am
100382,Robert Beatty,1943,1973,Robert,Beatty,M,1909,199x,R:lead,Ca
100383,Shirley MacLaine,1956,,Shirley MacLaine,Beaty,F,1934,199x,R:impish dancer,Am
100384,Warren Beatty,1961,1978,Warren,Beaty,M,1937,199x,R:pschological maladjustment,Am
100385,Louise Beavers,1929,1961,Louise,Beavers,F,1902,1962,R:happy housekeeper,Am
100386,John C. Becher,,,John C,Becher,M,,199x,RU:,Un
100387,Sidney Bechet,1930,,Sidney,Bechet,M,1892,1959,R:clarinetist,Am
100388,Jenny Beck,1976,,Jennifer,Beck,F,1974,199x,R:daughter,Am
100389,Sally Rand,1924,1934,Helen Gould,Beck,F,1904,1979,R:uninhibited,Am
100390,Kimberly Beck,,,Kimberly,Beck,F,,199x,RU:,Un
100391,John Beck,1969,1981,John,Beck,M,1943,199x,R:lead,Am
100392,Michael Beck,1977,1981,Michael,Beck,M,1948,199x,R:lead,Am
100393,Stanley Beck,,,Stanley,Beck,M,,199x,RU:,Un
100394,Barry Beckerman,,,Barry,Beckerman,M,,199x,RU:,Un
100395,Scotty Beckett,1934,1956,Scotty,Beckett,M,1929,1968,R:soulful-looking,Am
100396,Reginald Beckwith,1941,1965,Reginald,Beckwith,M,1908,1965,R:high voice,Br
100397,Don Beddoe,1939,1969,Don,Beddoe,M,1888,1979,R:genial look,Am
100398,Bonnie Bedelia,1969,1990,Bonnie,Bedelia,F,1946,199x,R:lead,Am
100399,Kabir Bedi,1976,1983,Kabir,Bedi,M,1935,199x,R:lead,In
100400,Alfonso Bedoya,1947,1957,Alfonso,Bedoya,M,1904,1957,R:beaming face,Me
100401,Molly Bee,,,Molly,Bee,F,,199x,RU:,Un
100402,William Holden,1939,1981,William,Beedle,M,1918,1981,R:good-looking,Am
100403,Wallace Beery,1916,1949,Wallace,Beery,M,1880,1949,R:tough,Am
100404,Noah Beery,1918,1946,Noah,Beery,M,1884,1946,R:villain,Am
100405,Noah Beery jr.,1920,1982,Noah,Beery jr.,M,1913,1994,R:easy going sidekick,Am
100406,Hagan Beggs,,,Hagan,Beggs,M,,199x,RU:,Un
100407,Ed Begley,1947,1969,Ed,Begley,M,1901,1970,R:jovial uncle,Am
100408,Ed Begley jr.,1972,1979,Ed,Begley jr.,M,,199x,R:character actor,Am
100409,Harry Belafonte,1953,1974,Harry,Belafonte,M,1927,199x,R:ballad singer,Am
100410,Marge Champion,1939,1968,Majorie,Belcher,F,1923,199x,R:dancer,Am
100411,Charles Belcher,,,Charles,Belcher,M,,199x,RU:,Un
100412,Ann Bell,1962,1980,Ann,Bell,F,,199x,R:character,Br
100413,Tom Bell,1961,1978,Tom,Bell,M,1933,199x,R:gaunt,Br
100414,James Bell,1932,1963,James,Bell,M,1891,1973,R:character,Am
100415,Rex Bell,1930,,Rex,Bell,M,,1962,R:cowboy,Am
100416,Ralph Bellamy,1931,1983,Ralph,Bellamy,M,1904,1991,R:rich `other man',Am
100417,Harry Bellaver,1940,1980,Harry,Bellaver,M,1905,199x,R:cop,Am
100418,Kathleen Beller,1974,1983,Kathleen,Beller,F,1955,199x,R:lead,Am
100419,Agostina Belli,,,Agostina,Belli,M,,199x,RU:,Un
100420,Olga Bellin,,,Olga,Bellin,F,,199x,RU:,Un
100421,Marie Bell,1928,1966,Marie-Jeanne,Bellon-Downey,F,1900,1985,R:distinguished,Fr
100422,JeanPaul Belmondo,1958,1983,Jean,Belmondo,M,1933,199x,R:interesting but unhandsome lead,Fr
100423,Lionel Belmore,1915,1940,Lionel,Belmore,M,1867,1953,R:portly,Br
100424,Richard Beltran,,,Richard,Beltran,M,,199x,RU:,Un
100425,Robert Beltran,,,Robert,Beltran,M,,199x,RU:,Un
100426,John Belushi,1978,1981,John,Belushi,M,1949,1982,R:overweight comic,Am
100427,Jim Belushi,,,Jim,Belushi,M,,199x,RU:,Un
100428,Richard Belzer,,,Richard,Belzer,M,,199x,RU:,Un
100429,Cecile Aubry,1949,1954,Anne-Jesè,Benard,F,1929,199x,R:petit,Fr
100430,Pat Benatar,,,Pat,Benatar,F,,199x,R:singer,
100431,Brian Benben,,,Brian,Benben,M,,199x,RU:,Un
100432,Robert Benchley,1933,1946,Robert,Benchley,M,1889,1945,R:lovable bumbler,Am
100433,William Bendix,1942,1965,William,Bendix,M,1906,1964,R:sweet tough,Am
100434,Richard Benedict,1946,1960,Riccardo,Benedetto,M,1916,199x,R:heavy,Am
100435,Billy Benedict,1935,1976,Billy,Benedict,M,1906,199x,R:an original `Bowery Boy',Am
100436,Paul Benedict,,,Paul,Benedict,M,,199x,RU:,Un
100437,Annette Bening,1990,1991,Annette,Bening,F,,199x,R:sex kitten,Am
100438,Richard Benjamin,1953,1982,Richard,Benjamin,M,1938,199x,R:diffident,Am
100439,Jill Bennett,1953,1982,Jill,Bennett,F,1944,1990,R:emancipated,Br
100440,Alma Bennett,1914,1930,Belle,Bennett,F,1889,1958,R:silent vamp,Am
100441,Barbara Bennett,1929,1930,Barbara,Bennett,F,1902,1958,R:silent lead,Am
100442,Belle Bennett,1918,1931,Belle,Bennett,F,1891,1932,R:silent lead,Am
100443,Constance Bennett,1922,1965,Constance,Bennett,F,1904,1965,R:worldly,Am
100444,Joan Bennett,1915,1978,Joan,Bennett,F,1910,1990,R:attractive,Am
100445,Marjorie Bennett,1947,1976,Marjorie,Bennett,F,1894,1982,R:bathing beauty,Am
100446,Hywel Bennett,1966,1980,Hywel,Bennett,M,1944,199x,R:innocent,Br; Welsh
100447,John Bennett,1959,1977,John,Bennett,M,1928,199x,R:swarthy,Br
100448,Richard Bennett,1923,1943,Richard,Bennett,M,1873,1944,R:dapper,Am
100449,Joe Bennett,,,Joe,Bennett,M,,199x,RU:,Un
100450,Annette Benning,1993,,Anette,Benning,F,1958,199x,R:lively,Am
100451,Martin Benson,1949,1981,Martin,Benson,M,1918,199x,R:smooth crook,Br
100452,Michael Bentine,1966,,Michael,Bentine,M,1922,199x,R:goonish,Br-Peruvian
100453,Barbi Benton,,,Barbi,Benton,F,,199x,R:playboy girl,
100454,Susanne Benton,,,Susanne,Benton,F,,199x,RU:,Un
100455,Iris Berben,,,Iris,Berben,F,,199x,RU:,Un
100456,Tom Berenger,1977,1983,Tom,Berenger,M,1950,199x,R:brooding,Am
100457,Marisa Berenson,1972,1981,Marisa,Berenson,F,1946,199x,R:fashion model,Un
100458,Gene Nelson,1947,1963,Leander,Berg,M,1920,199x,R:actor-dancer,Am
100459,Judith-Marie Bergan,,,Judith-Marie,Bergan,F,,199x,RU:,Un
100460,Candice Bergen,1966,1982,Candice,Bergen,F,1946,199x,R:stylish,Am
100461,William Bergen,,,William,Bergen,M,,199x,RU:,Un
100462,Senta Berger,1957,1977,Senta,Berger,F,1941,199x,R:lead,Os
100463,Katya Berger,,,Katya,Berger,F,,199x,RU:,Un
100464,Sidney Berger,,,Sidney,Berger,M,1962,199x,RU:,Un
100465,William Berger,,,William,Berger,M,,199x,RU:,Un
100466,Jacques Bergerac,1957,1965,Jacques,Bergerac,M,1927,199x,R:lead,Fr
100467,Herbert Berghof,1952,1980,Herbert,Berghof,M,1909,1990,R:character,Os
100468,Ingrid Bergman,1934,1978,Ingrid,Bergman,F,1915,1982,R:innocent,Sw
100469,Sandahl Bergman,,,Sandahl,Bergman,F,,199x,RU:,Un
100470,Tracy Bergman,,,Tracy,Bergman,F,,199x,RU:,Un
100471,Alan Reed,1943,1962,Edward,Bergman,M,1908,1977,R:burly,Am
100472,Harold Bergman,,,Harold,Bergman,M,,199x,RU:,Un
100473,Henry Bergman,,,Henry,Bergman,M,,199x,RU:,Un
100474,Thommy Bergren,,,Thommy,Bergren,M,,199x,RU:,Un
100475,Steven Berkoff,,,Steven,Berkoff,M,,199x,RU:,Un
100476,Jennie Berlin,1972,,Jean,Berlin,F,,199x,RU:,Am
100477,Milton Berle,1937,1980,Mendel,Berlinger,M,1908,199x,R:brash comic,Am
100478,Susan Berman,,,Susan,Berman,F,,199x,RU:,Un
100479,Shelley Berman,1964,1970,Shelley,Berman,M,1926,199x,R:cabaret monologuist,Am
100480,Sarah Bernhardt,1900,1923,Rosalie,Bernard,F,1844,1923,R:dignified,Fr
100481,Herschel Bernardi,1937,1976,Herschel,Bernardi,M,1923,1986,R:balding,Am
100482,Sarah Bernhardt,1923,,Sarah,Bernhard,F,1844,1923,R:heroine,Fr
100483,Sandra Bernhard,1982,1992,Sandra,Bernhard,F,,199x,R:elegant sexy,Am
100484,Jason Bernhard,,,Jason,Bernhard,M,,199x,RU:,Un
100485,Elizabeth Berridge,,,Elizabeth,Berridge,F,,199x,RU:,Un
100486,Phillip Berrigan,,,Phillip,Berrigan,M,,199x,RU:,Un
100487,Ken Berry,1970,1974,Ken,Berry,M,1933,199x,R:bird-like comic hero,Am
100488,Chuck Berry,,,Chuck,Berry,M,,199x,RU:,Un
100489,Michael Berryman,,,Michael,Berryman,M,,199x,RU:,Un
100490,Sheldon Leonard,1939,1978,Sheldon,Bershad,M,1907,199x,R:Runyonesque gansters,Am
100491,Marie Windsor,1941,1975,Emily Marie,Bertelson,F,1923,199x,R:lead,Am
100492,Marina Berti,1949,1977,Marina,Berti,F,1928,199x,R:lead,It
100493,Bibi Besch,,,Bibi,Besch,F,,199x,RU:,Un
100494,Eugenie Besserer,1912,1933,Eugenie,Besserer,F,1870,1934,R:character,Am
100495,Edna Best,1921,1948,Edna,Best,F,1900,1974,R:maternal,Br
100496,Willie Best,1930,1955,Willie,Best,M,1916,1962,R:goggled-eyed servant,Am
100497,Barbara Bestar,,,Barbara,Bestar,F,,199x,RU:,Un
100498,Sheree North,1951,1978,Dawn,Bethel,F,1933,199x,R:lead,Am
100499,Jack Beutel,,,Jack,Beutel,M,,199x,RU:,Un
100500,Turhan Bey,,,Turhan,Bey,M,,1995,R:romantic sheik,Ct
100501,Anna Karina,1961,1980,Hanne Karin,Beyer,F,1940,199x,R:lead,Da
100502,Richard Beymer,1952,1983,Richard,Beymer,M,1939,199x,R:juvenile lead,
100503,Daniela Bianchi,1959,1968,Daniela,Bianchi,F,1942,199x,R:lead,
100504,Fredric March,1929,1973,Frederick McIntyre,Bickel,M,1897,1975,R:intelligent integrity,Am
100505,Charles Bickford,1929,1966,Charles,Bickford,M,1889,1967,R:rugged,Am
100506,Phyllis Calvert,1939,1969,Phyllis,Bickle,F,1915,199x,R:good girl,Br
100507,Michael Biehn,,,Michael,Biehn,M,,199x,RU:,Un
100508,Robert Warwick,1914,1959,Robert Taylor,Bien,M,1878,1972,R:stern benevolent,Am
100509,Ramon Bieri,,,Ramon,Bieri,M,,199x,RU:,Un
100510,Theodore Bikel,1951,1976,Theodore,Bikel,M,1924,199x,R:heavily-built,Os
100511,Tony Bill,1963,1980,Tony,Bill,M,1940,199x,R:light lead,Am
100512,Denise Darcel,1948,1962,Denise,Billecard,F,1925,199x,R:lead,Am
100513,Peter Billingsley,,,Peter,Billingsley,M,,199x,RU:,Un
100514,Herman Bing,1929,1946,Herman,Bing,M,1889,1947,R:plump,Ge
100515,Geoff Binney,,,Geoff,Binney,M,,199x,RU:,Un
100516,Edward Binns,1951,1979,Edward,Binns,M,,199x,R:solid,Am
100517,Julliette Binoche,1987,,Julliette,Binoche,F,1964,199x,R:charming lead,Fr
100518,Jack LaRue,1934,1976,Gaspare,Biondolillo,M,1927,199x,R:grim-faced,Am
100519,Paul Birch,1953,1967,Paul,Birch,M,1900,1969,R:burly,Am
100520,Norman Bird,1954,1981,Norman,Bird,M,1920,199x,R:underdog,Br
100521,Brad Bird,,,Brad,Bird,M,,199x,RU:,Un
100522,George Burns,1932,1983,Nathan,Birnbaum,M,1896,1996,R:vaudeville comedian,Am
100523,David Birney,1973,1982,David,Birney,M,1944,199x,R:lead,Am
100524,Aileen Pringle,1919,1943,Aileen,Bisbee,F,1895,199x,R:lead,Am
100525,Jennifer Bishop,,,Jennifer,Bishop,F,,199x,RU:,Un
100526,Pat Bishop,,,Pat,Bishop,,,199x,RU:,Un
100527,Whit Bissell,1943,1966,Whit,Bissell,M,1919,1981,R:attorneys to garage attendant,Am
100528,Jacqueline Bisset,1964,1988,Jacqueline,Bisset,F,1944,199x,R:lead,Br
100529,Bonnie Bittner,,,Bonnie,Bittner,F,,199x,RU:,Un
100530,Bill Bixby,1962,1983,Bill,Bixby,M,1934,1993,R:diffident light lead,Am
100531,Honor Blackman,1947,1978,Honor,Blackman,F,1926,199x,R:`charm school' product,Br
100532,Joan Blackman,1961,1966,Joan,Blackman,F,1938,199x,R:lead,Am
100533,Sidney Blackmer,1929,1968,Sidney,Blackmer,M,1895,1973,R:suave,Am
100534,Ruben Blades,1988,1991,Ruben,Blades,M,1948,199x,R:singer,Pa  namanian
100535,Gerard Blain,1954,1980,Gerard,Blain,M,1930,199x,R:equiv.of James Dean,Fr
100536,Linda Blair,1974,1981,Linda,Blair,F,1959,199x,R:possessed child,Am
100537,Amanda Blake,1956,,Amanda,Blake,F,,1989,R:wife,Ct
100538,Whitney Blake,1959,,Whitney,Blake,F,,199x,R:sr,Ct
100539,Hume Cronyn,1943,1981,Hume,Blake,M,1911,199x,R:character,Ca
100540,Jon Blake,,,Jon,Blake,M,,199x,RU:,Un
100541,Susan Blakely,1972,1980,Susan,Blakely,F,1950,199x,R:lead,Am
100542,Colin Blakely,1960,1983,Colin,Blakely,M,1930,1987,R:stocky,Br
100543,Ronee Blakley,1975,1981,Ronee,Blakley,F,1946,199x,R:pop singer,Am
100544,Lotte Lenya,1931,1977,Caroline,Blamauer,F,1899,1981,R:character,Os
100545,Michel Blanc,1990,,Michel,Blanc,M,,199x,RU:,Fr
100546,Pierre Blanchar,1923,1958,Pierre,Blanchar,M,1892,1963,R:distinguished,Fr
100547,Mari Blanchard,1950,1964,Mary,Blanchard,F,1927,1970,R:decorative,Am
100548,Alan Blanchard,,,Alan,Blanchard,M,,199x,RU:,Un
100549,Pierre Blanchard,,,Pierre,Blanchard,M,,199x,RU:,Un
100550,Clara Blandick,1930,1950,Clara,Blandick,F,1880,1962,R:sensible,Am
100551,Mark Blankfield,,,Mark,Blankfield,M,,199x,RU:,Un
100552,Bela Lugosi,1923,1956,Bela Ferenc,Blasko,M,1882,1956,R:dracula,Hu
100553,Roger Blay,,,Roger,Blay,M,,199x,RU:,Un
100554,Debra Blee,,,Debra,Blee,F,,199x,RU:,Un
100555,Brian Blessed,1970,1983,Brian,Blessed,M,1937,199x,R:massive,Br
100556,Marcel Dalio,1937,1965,Marcel Benoit,Bleuschild,M,1900,1983,R:comedy,Fr
100557,John Beal,1933,1983,Alexander,Bliedung,M,1909,199x,R:boyish innocence,Am
100558,Bernard Blier,1937,1982,Bernard,Blier,M,1916,1989,R:plump and bald,Ar-Fr
100559,Dan Blocker,1963,1972,Dan,Blocker,M,1928,1972,R:heavyweight,Am
100560,Michael Blodgett,,,Michael,Blodgett,M,,199x,RU:,Un
100561,Joan Blondell,1930,1979,Joan,Blondell,F,1909,1979,R:blonde dame,Am
100562,Claire Bloom,1948,1981,Claire,Bloom,F,1931,199x,R:lead,Br
100563,Verna Bloom,1969,1980,Verna,Bloom,F,,199x,R:lead,Am
100564,Eric Blore,1920,1954,Eric,Blore,M,1887,1959,R:unctuous or insulting butlers,Br
100565,Monte Blue,1916,1954,Monte,Blue,M,1890,1963,R:burly hero,Am
100566,Ann Blyth,1944,1957,Ann,Blyth,F,1928,199x,R:diminutive,Am
100567,Ethel Barrymore,1914,1957,Edith Mae,Blythe,F,1879,1959,R:regal presence,Am
100568,Maurice Barrymore,,,Herbert,Blythe,M,,199x,RU:,Am
100569,Georgiana Drew,,,Herbert,Blythe,M,,199x,RU:,Am
100570,John Barrymore,1913,1942,John,Blythe,M,1882,1942,R:churlish grandpa,Am
100571,Lionel Barrymore,1909,1953,Lionel,Blythe,M,1878,1954,R:churlish grandpa,Am
100572,John Blythe,1944,1969,John,Blythe,M,1921,199x,R:spiv types,Br
100573,John Barrymore jr.,1950,1963,John Drew,Blythe Barrymore,M,1932,199x,R:weakling,Am
100574,Odile Versois,1946,1968,Militza,BN{de Poliakoff-Baidarov,F,1930,1980,R:lead,Fr
100575,Marina Vlady,1949,1980,Marina,BN{de Poliakoff-Baidarov,M,1938,199x,R:lead,Fr
100576,David Manners,1930,1936,Rauff,BN{deRyther Duan Acklom,M,1901,199x,R:lead,Ca
100577,Herbert Lom,1940,1983,Herbert Charles Angelo,BN{Kuchacevich ze Schluderpacheru,M,1917,199x,R:villain or kind,Cz
100578,Eleanor Boardman,1922,1934,Eleanor,Boardman,F,1898,199x,R:sympathetic,Am
100579,Lloyd Bochner,1963,1981,Lloyd,Bochner,M,1924,199x,R:lead,Ca
100580,Hart Bochner,,,Hart,Bochner,M,,199x,RU:,Un
100581,Carl Boehm,1952,1974,Karlheinz,Boehm,M,1928,199x,R:blond,Ge
100582,Paul Boensh III,,,Paul,Boensh,M,,199x,RU:,Un
100583,Humphrey Bogart,1930,1956,Humphrey DeForest,Bogart,M,1899,1957,R:tough,Am
100584,Betsy Blair,1947,1973,Elizabeth,Boger,F,1923,199x,R:shy and nervous,Am
100585,Roman Bohnen,1937,1948,Roman,Bohnen,M,1894,1949,R:hard-working immigrant type,Am
100586,Billie Dove,1922,1962,Lilian,Bohny,F,1904,1997,R:lead,Am
100587,Richard Bohringer,1990,,Richard,Bohringer,M,,199x,RU:,Un
100588,Curt Bois,1937,1954,Curt,Bois,M,1900,199x,R:head waiters and pompous clerks,Ge
100589,Mary Boland,1916,1950,Mary,Boland,F,1880,1965,R:fluttery matrons,Am
100590,Margo,1933,1963,Marguerita Maria Guadelupe,Boldao y Castillo,F,1918,199x,R:dancer,Sp
100591,Ray Bolger,1936,1984,Ray,Bolger,M,1904,1987,R:rubber-legged eccentric dancer,Am
100592,Tiffany Bolling,1977,1977,Tiffany,Bolling,F,,199x,R:lead,Am
100593,Joseph Bologna,1971,1979,Joseph,Bologna,M,1938,199x,RU:,Am
100594,Fortunio Bonanova,1932,1969,Fortunio,Bonanova,M,1893,1969,R:impresario,Sp
100595,Lillian Bond,1931,1955,Lillian,Bond,F,1910,199x,R:lead,Br
100596,Sudie Bond,,,Sudie,Bond,F,,199x,RU:,Un
100597,Derek Bond,1946,1971,Derek,Bond,M,1919,199x,R:lead,Br
100598,Ward Bond,1930,1960,Ward,Bond,M,1903,1960,R:burly,Am
100599,Walter Fitzgerald,1930,1962,Walter,Bond,M,1896,1976,R:character,Br
100600,Natalya Bondartchuk,,,Natalya,Bondartchuk,F,,199x,RU:,Un
100601,Sergei Bondartchuk,1948,1982,Sergei,Bondartchuk,M,1920,199x,RU:,Ru
100602,Beulah Bondi,1931,1971,Beulah,Bondy,F,1889,1981,R:old lady,Am
100603,Peter Bonerz,,,Peter,Bonerz,M,,199x,RU:,Un
100604,Sandrine Bonnaire,1983,1990,Sandrine,Bonnaire,F,1967,199x,R:quiet beauty,Fr
100605,Beverly Bonner,,,Beverly,Bonner,F,,199x,RU:,Un
100606,Valérie Bonnier,,,Valérie,Bonnier,F,,199x,RU:,Un
100607,Sonny Bono,,,Salvatore,Bono,M,1940,1998,R:comedian,Un
100608,Bonzo,1951,1952,,Bonzo,A,,,R:chimpanzee,
100609,Richard Boone,1951,1972,Richard,Boone,M,1917,1981,R:craggy,Am
100610,Pat Boone,1957,1970,Pat,Boone,M,1934,199x,R:gentle-mannered,Am
100611,John Boorman,1978,1978,John,Boorman,M,1933,199x,RU:,Br
100612,Shirley Booth,1952,1973,Thelma Ford,Booth,F,1907,1992,R:middle-aged roles,Am
100613,Connie Booth,,,Connie,Booth,F,,199x,RU:,Un
100614,Powers Boothe,1980,1983,Powers,Boothe,M,,199x,R:overpowering,Am
100615,Max Adrian,1934,1971,Max,Bor,M,1902,1973,R:high camp personality,Ir
100616,Fanny Brice,1933,1945,Fanny,Borach,F,1891,1951,R:plain funny girl,Am
100617,Paola Borboni,,,Paola,Borboni,F,,199x,RU:,Un
100618,Matt Borel,,,Matt,Borel,M,,199x,RU:,Un
100619,Veda Ann Borg,1936,1960,Veda,Borg,F,1915,1973,R:archetypal hard-boiled blonde,Am
100620,Dirk Borgarde,,,Dirk,Borgarde,M,,199x,RU:,Un
100621,Victor Borge,1943,,Victor,Borge,M,,199x,R:humerous pianist,Da
100622,Nelly Borgeaud,,,Nelly,Borgeaud,F,,199x,RU:,Un
100623,Ernest Borgnine,1951,1984,Ermes,Borgnino,M,1915,199x,R:forceful,Am
100624,Lino Ventura,1953,1982,Angelino,Borrini,M,1919,1987,R:lead,It
100625,James Cruze,1911,1918,Jens Cruz,Bosen,M,1884,1942,R:silent screen,Da-Am
100626,Tom Bosley,1946,1976,Tom,Bosley,M,1927,199x,R:plump,Am
100627,Barry Bostwick,1971,1980,Barry,Bostwick,M,1946,199x,R:personable,Am
100628,Joseph Bottoms,1974,1981,Joseph,Bottoms,M,1954,199x,R:juvenile,Am
100629,Sam Bottoms,1971,1979,Sam,Bottoms,M,1960,199x,R:lead,Am
100630,Timothy Bottoms,1971,1980,Timothy,Bottoms,M,1949,199x,R:lead,Am
100631,Benjamin Bottoms,,,Benjamin,Bottoms,M,,199x,RU:,Un
100632,Daniel Boulanger,,,Daniel,Boulanger,M,,199x,RU:,Un
100633,Mathew Boulton,,,Mathew,Boulton,M,,199x,RU:,Un
100634,Carole Bouquet,,,Carole,Bouquet,F,,199x,RU:,Un
100635,Michel Bouquet,1947,1978,Michel,Bouquet,M,1926,199x,R:general purpose,Fr
100636,Charon Bourke,,,Charon,Bourke,,,199x,RU:,Un
100637,Phillip Bourneuf,1944,1970,Phillip,Bourneuf,M,1912,1979,R:older school,Am
100638,Tony Bova,,,Tony,Bova,M,,199x,RU:,Un
100639,Julie Bovasso,,,Julie,Bovasso,F,,199x,RU:,Un
100640,Clara Bow,1922,1933,Clara,Bow,F,1905,1965,R:flapper,Am
100641,Kane Richmond,1930,1947,Frederick W.,Bowditch,M,1906,1973,R:lead,Am
100642,Dorris Bowdon,1939,1942,Dorris,Bowdon,F,1915,199x,R:lead,Am
100643,Elizabeth Bowen,,,Elizabeth,Bowen,F,,199x,RU:,Un
100644,Roger Bowen,,,Roger,Bowen,M,,199x,RU:,Un
100645,The Bowery Boys,1942,,The Bowery Boys,Bowery,G,1942,199x,R:young hooligans,Am
100646,Malick Bowes,,,Malick,Bowes,M,,199x,RU:,Un
100647,Judy Bowker,1973,1981,Judy,Bowker,F,1954,199x,R:lead,Br
100648,Lee Bowman,1936,1964,Lee,Bowman,M,1910,1979,R:light lead,Am
100649,Bruce Boxleitner,1975,1983,Bruce,Boxleitner,M,1950,199x,R:lead,Am
100650,Dorothy Boyd,,,Dorothy,Boyd,F,,199x,RU:,Un
100651,William Boyd,1919,1948,William,Boyd,M,1895,1972,R:Hopalong Cassidy,Am
100652,William `Stage' Stage,1932,1933,William `Stage',Boyd,M,,199x,R:lead,Am
100653,Guy Boyd,,,Guy,Boyd,M,,199x,RU:,Un
100654,Charles Boyer,1920,1964,Charles,Boyer,M,1899,1978,R:romantic,Fr
100655,Estelle Taylor,1922,1928,Estelle,Boylan,F,1899,1958,RU:,Am
100656,Peter Boyle,1968,1983,Peter,Boyle,M,1933,199x,R:rotund,Am
