FilmRef,Film_Nom,Film_Ann,FR_nom,FP_nom,FS_nom,Process,Categorie,F_Rcp
MaI10,"Frau Rettich, die Czerni, und ich",1998,D:Imboden,PU:,SU:,col,Comédie,
MEk10,Carmen,1998,D:Ek,PU:,SL:Sweden,prc,Musicale,
MiM10,I Got the Hook-Up,1998,D:M.Martin,PU:,SU:,prc,Comédie,
MSJ10,Simon Birch,1998,D:M.S.Johnson,"P:Laurence Usher, Roger Birnbaum",S:Hollywood,col,Drame,
MnP10,Marie Baie des Anges,1998,D:Pradal,PU:,SU:,prc,"Drame, Romance",
MPo10,Western,1998,D:M,PU:,SU:,prc,Drame,
MrF10,Home Before Dark,1998,D:M.Foley,PU:,SU:,prc,Drame,
MRh10,Das Merkwuerdige Verhalten geschlechtsreifer Grossstaedter zur Paarungszeit,1998,D:Rothemund,PU:,SU:,prc,Comédie,
MWz10,Killer Condom,1998,D:Walz,PU:,S:Troma,prc,Horreur,
NAb10,Ringmaster,1998,D:Abramson,PU:,SU:,prc,Biopic,
NBa10,Unmade Beds,1998,D:Barker,PU:,SU:,prc,Drame,
NHa10,"Martha - Meet Frank, Daniel and Laurence",1998,D:Hamm,PU:,SU:,col,"Comédie, Romance",
NcG10,Place Vendome,1998,D:N.Garcia,PU:,SU:,prc,Drame,
NMe10,The Parent Trap,1998,D:Meyers,PU:,S:Disney,col,Famille,
NVe10,Day at the  Beach,1998,D:Veronis,PU:,SU:,prc,"Comédie, Noir",
NVg10,The Rugrats Movie,1998,D:Virgien,PU:,SU:,prc,Animation,
nYo10,Bugis Street,1998,D:Yonfan,PU:,SU:,prc,Drame,
PAn10,Savior,1998,D:Antonijevic,PU:,SU:,prc,Drame,
PAu10,Lulu on the Bridge,1998,D:Auster,PU:,SU:,col,Romance,
PBe10,Very Bad Things,1998,D:Berg,PU:,SU:,prc,Comédie,SE--
PHo10,Sliding Doors,1998,D:Howitt,PU:,SU:,prc,Drame,
PtP10,Wrongfully Accused,1998,D:Proft,PU:,SU:,prc,Comédie,
QuL10,Shopping for Fangs,1998,D:Q.Lee,PU:,SU:,prc,Suspense,
RgH10,Hi Life,1998,D:Hedden,PU:,SU:,prc,"Comédie, Romance",
RLG10,Living Out Loud,1998,D:LaGravenese,PU:,SU:,prc,Romance,
RWc10,The Man in the Iron Mask,1998,D:Ra.Wallace,PU:,SU:,prc,"Drame, Historique",
SfS10,Shooting Fish,1998,D:Schwartz,"PN:Richard Holmes, Glynis Murray",S:Fox,col,Comédie,
SGu10,T:Judas Kiss,1998,D:Gutierrez,PU:,SU:,prc,"Comédie, Romance, Suspense",
SKa10,Elizabeth,1998,D:Kapur,PU:,St:Gramercy,prc,Historique,AAN
SML10,Bruno,1998,D:MacLaine,PU:,SU:,prc,Drame,
SNo10,Blade,1998,D:Norrington,PU:,SU:,prc,Horreur,
SpS10,The Great Emperor's Concubine,1998,D:Sin,PU:,SU:,col,Drame,
SRu10,The Inheritors,1998,D:Ruzowitzky,PU:,SU:,prc,Drame,
SSb10,Hit Me,1998,D:Shainberg,PU:,SU:,prc,Drame,
SSk1,Whatever,1998,D:Skoog,PU:,SU:,prc,Drame,
SSt10,Mighty,1998,D:S.Stone,PU:,SU:,prc,Drame,
StE10,Welcome to Woop Woop,1998,D:Elliott,PU:,SU:,prc,Comédie,
SuF10,Concert of Wills: Making the Getty Center,1998,D:Froemke,PU:,SU:,prc,Documentaire,
SwS10,Fast Food,1998,D:Sugg,PU:,SU:,prc,"Drame, Suspense, Comédie",
TBe1,Let's Talk About Sex,1998,D:Beyer,PU:,SU:,prc,Drame,
TFg1,The Hanging Garden,1998,D:Fitzgerald,PU:,SU:,prc,Drame,
TiH10,Digging to China,1998,D:T.Hutton,PU:,SU:,prc,Drame,
TJk10,Slums of Beverly Hills,1998,D:Jenkins,PU:,SU:,prc,Drame,
TPa10,Orgazmo,1998,D:T.Parker,PU:,S:Rogue,prc,"Comédie, Porn",
TTy10,Lola Rennt,1998,D:Tykwer,PU:,SU:,prc,Action,sundance
TyK10,American History X,1998,D:Kaye,P:Steve Tisch,SU:,prc,Action,
VGa10,Buffalo '66,1998,D:Gallo,PU:,SU:,prc,Comédie,
VMi10,Broadway Damage,1998,D:Mignatti,PU:,SU:,prc,"Comédie, Romance",
vSM10,Madeline,1998,D:vonScherlerMayer,PU:,SU:,prc,Famille,
xPr10,Virasat,1998,D:Priyadarshan,PU:,SU:,prc,"Comédie, Drame",
xSa10,Central Station,1998,D:Salos,PU:,SU:,col,Drame,"SE++, AAN"
Z9810,The Scalper,1998,D:UnYear98,PU:,SU:,prc,Drame,
Z9820,Senseless,1998,D:UnYear98,PU:,SU:,col,Comédie,aw
Z9830,Merlin,1998,D:UnYear98,PN:Robert Helmi,SU:,TV,Fantasy,
Z9840,"Major League, Back to the Minors",1998,D:UnYear98,PU:,S:Warners,prc,Action,
Z9845,Might Joe Young,1998,D:UnYear98,PU:,SU:,prc,Drame,
Z9850,The Perfect Crime,1998,D:UnYear98,PU:,S:USA,col,Drame,
Z9860,Bound,1998,D:UnYear98,PU:,SU:,prc,Drame,
Z9865,The Mighty,1998,D:UnYear98,PU:,SU:,prc,Drame,
Z9870,Waking Ned Devine,1998,D:UnYear98,PU:,S:Fox Searchlight,prc,Drame,
Z9880,Permanent Midnight,1998,D:UnYear98,PU:,SU:,prc,Drame,
Z9890,Playing by Heart,1998,D:UnYear98,PU:,S:Miramax,prc,Drame,
Z9895,One True Thing,1998,D:UnYear98,PU:,S:Universal,Ecol,Drame,
InB50,In the Presence of a Clown,1997,D:I.Bergman,PU:,SU:,prc,Drame,
JIv47,Surviving Picasso,1997,D:Ivory,PU:,SU:,col,Biopic,aw
RAl101,The Gingerbread Man,1997,D:Altman,PU:,SU:,prc,Drame,
SL60,Critical Care,1997,D:Lumet,PU:,SU:,col,Comédie,aw
SS32,The Lost World: Jurrasic Park,1997,D:Spielberg,PU:,S:Universal,col,SciFi,aw
SS33,Amistad,1997,D:Spielberg,PU:,S:DreamWorks,col,Documentaire,aw
ClC57,La Ceremonie,1997,D:Chabrol,PU:,SU:,col,Drame,aw
DPt39,Out to Sea,1997,D:Petrie,PU:,SU:,prc,Comédie,
JLG65,Histoire(s) du Cinema,1997,D:Godard,PU:,SU:,col,Historique,aw
RD41,Conspiracy Theory,1997,D:R.Donner,"PN:Joel Silver, R.Donner",S:Warners,col,Suspense,aw
SP70,TZ:,1997,D:S.Pollack,PU:,SU:,col,Drame,aw
FFC29,The Rainmaker,1997,D:Coppola,"P:Michael Douglas, Steven Reuther, Fred Fuchs","S:Paramount, Zoetrope, Constallation",col,Drame,aw
Mbe22,The Pince of Homburg,1997,D:Bellocchio,PU:,SU:,col,Drame,aw
MN28,Primary Colors,1997,D:M.Nichols,PU:,SU:,col,Comédie,
BSc42,Extreme Measures,1997,D:Schroeder,PU:,SU:,col,Drame,aw
WA25,Everyone Says I Love You,1997,D:Woody Allen,PU:,SU:,col,"Musicale, Romance",aw
WA26,Deconstructing Harry,1997,D:Woody Allen,PU:,SU:,col,Comédie,aw
WA27,Deconstructing Harry,1997,D:Woody Allen,PU:,SU:,col,Comédie,aw
BRf38,Blood & Wine,1997,D:Rafelson,PU:,SU:,col,Suspense,aw
DCr35,Crash,1997,D:Cronenberg,PU:,SU:,col,"Drame, Romance",GP originality
MS32,Kundun,1997,D:Scorsese,PU:,SU:,col,Biopic,aw
WCr46,Scream 2,1997,D:W.Craven,PU:,S:Dimension,col,Horreur,aw
AJP29,The Devil's Own,1997,D:Pakula,PN:Laurence Gordon,S:Columbia,col,"Action, Drama, Crime, Policier",
CEa19,Absolute Power,1997,D:Eastwood,"P(Eastwood, Karen Spiegel)",S:Castle Rock SD:Columbia),col,Suspense,aw
CEa20,Midnight in the Garden of Good And Evil,1997,D:Eastwood,P:Eastwood,S:Warners,col,Drame,aw
JJA25,Seven Years in Tibet,1997,D:Annaud,PU:,"S:Mandalay, SD:Tristar",col,Biopic,aw
StF17,The Van,1997,D:Frears,PU:,SU:,col,"Comédie, Drame",aw
RtY15,Fierce Creatures,1997,D:Rbt.Young,"P:Michael Shamberg, John Cleese","S:MGM Twickenham, SD:Universal",col,Comédie,aw
IWo40,Face/Off,1997,D:Woo,"PN:David Permut, Barrie Osborne, Terence Chang, Christophe Godsick",S:Paramount,col,"Action, SciFi",aw
GPC32,Shadow Conspiracy,1997,D:Cosmatos,PU:,SU:,col,Drame,aw
KBu50,Frank Lloyd Wright,1997,D:Burns,"P:Burns, Edward Miller",St:PBS,DuArt,Documentaire,
LoG40,When We Were Kings,1997,D:Gast,PU:,SU:,col,Documentaire,
ARu28,Afterglow,1997,D:Rudolph,P:Robert Altaman,S:Sony,col,Romance,aw
WiW27,The End of Violence,1997,D:Wenders,PU:,SU:,col,"Action, Drama, Crime, Policier",aw
CBt15,Nightjohn,1997,D:Burnett,PU:,SU:,col,Drame,aw
RDo36,Dante's Peak,1997,D:Donaldson,P:Gale Anne Hurd, Joseph M. Singer S:Universal,col,Catastrophe,
ErM20,"Fast, Cheap, and Out of Control",1997,D:E.Morris,PU:,SU:,col,Documentaire,aw
JCm28,Titanic,1997,D:J.Cameron,"P:J.Cameron, Jon Landau, Ray Santini","S:Paramount, Fox",col,"Documentaire, Drame, Epic","GG, GG dir, AA, AA dir"
PSc39,Touch,1997,D:Schrader,PU:,SU:,col,Drame,aw
RS28,G.I. Jane,1997,D:R.Scott,"PN:R.Scott, Roger Birnbaum, Demi Moore, Suzanne Todd","S:Universal, SD: Buena Vista",col,Drame,aw
JoS20,Batman & Robin,1997,D:Schumacher,P:Peter McGregorSmith,S:Warners,DeLuxe,Fantasy,"NYC, NY"
MNe29,Donnie Brasco,1997,D:Newell,PU:,SU:,col,Drame,aw
RSp24,Tomorrow Never Dies,1997,D:Spottiswoode,"P:Wilson, Barbara Broccolli",SU:,col,"Aventure, Action",aw
TaH32,The Devils Advocate,1997,D:Hackford,PU:,SU:,col,Comédie,aw
YMZ29,Keep Cool,1997,D:YM.Zhang,PU:,SU:,prc,Drame,
AbF30,The Blackout,1997,D:Ferrara,PU:,SU:,col,Drame,aw
OlS25,U-Turn,1997,D:Ol.Stone,PU:,SU:,col,Drame,aw
RZe20,Contact,1997,D:Zemeckis,PU:,SU:,col,SciFi,aw
WoP22,Air Force One,1997,D:Petersen,PU:,SU:,col,Suspense,aw
CHa27,L.A. Confidential,1997,D:Hanson,P:Milchan,SU:,col,Drame,"AAN, AAN dir"
WaW13,Smoke,1997,D:Wang,PU:,SU:,prc,Drame,
AdL20,Lolita,1997,D:Lyne,"PN:Mario Kassar, Joel B. Michaels",SD:Goldwyn,col,Drame,
FOz25,In & Out,1997,D:Oz,PU:,SU:,col,Drame,aw
GCh23,Sub Down,1997,D:Champion,"PN:Jeffrey White, Silvio Muraglia, Daniel Sladek",SU:,"TV,col",Action,aw
JLB14,As Good As It Gets,1997,D:J.L.Brooks,"P:J.L.Brooks, Bridget Johnson, Kirstin",S:Sony,col,"Comédie, Romance","GG comd, AAN"
PGr20,The Pillowbook,1997,D:Greenaway,PU:,S:Cinepix,col,Porn,aw
RDu15,The Apostle,1997,D:Duvall,PU:,SD:October,col,Drame,aw
JlC18,The Big Lebowski,1997,D:J.Coen,PU:,SU:,col,Drame,aw
AEy25,The Sweet Hereafter,1997,D:Egoyan,PU:,SU:,col,Drame,AAN dir
DBl24,Anastasia,1997,D:Bluth,PN:Gary Goldman,S:Fox,Tcol,"Animation, Romance",aw
CCo10,Home Alone 3,1997,D:Columbus,P:J.Hughes,St:Fox,col,Comédie,
VNu15,Ulee's Gold,1997,D:Nunez,PU:,S:Orion,col,Drame,aw
AgH19,Washington Square,1997,D:A.Holland,PU:,SU:,col,Drame,aw
BiA9,Jerusalem,1997,D:August,PU:,SU:,col,Drame,aw
ClD5,Nenette and Boni,1997,D:Denis,PU:,SU:,col,Drame,aw
GvS11,Good Will Hunting,1997,D:vanSant,"PN:Lawrence Bender, Chris Moore",S:Miramax,col,Drame,"AAN, AAN dir"
LvT20,Breaking the Waves,1997,D:vonTrier,PU:,SU:,col,"Porn, Romance",aw
MFi20,One Night Stand,1997,D:Figgis,PU:,S:New Line,col,Drame,aw
POC25,Inventing the Abbots,1997,D:OConnor,PU:,S:Fox,DeLuxe,Drame,aw
ChG15,Waiting for Guffman,1997,D:Ch.Guest,PU:,SU:,col,Comédie,aw
MNa18,"Kama Sutra, A Tale of Love",1997,D:Nair,PU:,SU:,prc,Drame,
MCJ18,The Jackal,1997,D:CatonJones,PU:,SU:,col,Action,aw
PhN20,The Saint,1997,D:Neufeld,PU:,S:Paramount,col,"Action, Drama, Crime, Policier",aw
GeA30,Grosse Point Blank,1997,D:Armitage,"PN:Susan Anold, Donna Arkoff Roth, Roger Birnbaum",S:Hollywood,col,Suspense,aw
JnL18,Trial and Error,1997,D:Lynn,PU:,S:New Line,col,Comédie,aw
KeC7,The Postman,1997,D:Kostner,PU:,SU:,prc,SciFi,
MiJ15,Volcano,1997,D:M.Jackson,PU:,SU:,col,Catastrophe,aw
MSm17,Bean,1997,D:M.Smith,PU:,SU:,col,Comédie,aw
OlA14,Irma Vep,1997,D:Assayas,PU:,SU:,col,Surreal,aw
SOe15,Nothing to Loose,1997,D:Oedekerk,PU:,SU:,col,Comédie,
BDu10,Hoodlum,1997,D:B.Duke,PN:Mancusi,S:U.A.,col,"Action, Drama, Crime, Policier",aw
BSo10,Men in Black,1997,D:Sonnenveld,PU:,SU:,col,"Action, Drama, Crime, Policier, Comédie",aw
IiS17,Wings of the Dove,1997,D:Softley,"P:Steve Evans, Par Levatt",SU:,col,Romance,aw
JAv16,Red Corner,1997,D:Avnet,PU:,SU:,col,Drame,aw
JSv15,Kolya,1997,D:Sverak,PU:,SU:,col,Romance,aw
RLl18,Suburbia,1997,D:Linklater,PU:,SU:,col,Drame,aw
SHp13,"I Love You, I Love You Not",1997,D:S.Hopkins,PU:,SU:,col,Drame,aw
DFi17,The Game,1997,D:Fincher,PU:,SU:,col,Action,aw
DJR15,Dangerous Ground,1997,D:Roodt,PU:,SU:,col,Drame,aw
IMu20,Hercules,1997,D:Musker,PU:,"St:Disney, SD:Buena Vista",col,"Animation, Famille",aw
JGd15,King Lear,1997,D:Goddard,PU:,SU:,prc,Drame,
JoM15,A Thousand Acres,1997,D:Moorhouse,P:Robert Redford,"S:Touchstone, Polygram",col,Drame,aw
KWW10,Happy Together,1997,D:Wong,PU:,SU:,prc,Drame,
MkG15,The Shining,1997,D:Garris,P:Mark Carliner,S:ABC,TV,Drame,aw
QTa6,Jackie Brown,1997,D:Tarantino,PU:,SU:,col,Drame,aw
AnL12,The Ice Storm,1997,D:A Lee,PU:,SU:,col,Drame,aw
ChK13,Temptress Moon,1997,D:Kaige,PU:,S:Miramax,col,Drame,aw
IMd16,Mrs. Brown,1997,D:Madden,PU:,SU:,col,Historique,aw
MBb15,Excess Baggage,1997,D:Brambilla,PU:,SU:,col,Suspense,aw
MWid15,Welcome to Sarajevo,1997,D:Winterbottom,PU:,SU:,col,Documentaire,aw
MoF3,Hurricane Streets,1997,D:Freeman,PU:,SU:,prc,Drame,Sundance dir
SiW14,Free Willy III: The Rescue,1997,D:Wincer,PU:,S:Warners,col,Aventure,aw
SvB12,George of the Jungle,1997,D:Brill,PU:,S:Disney,col,Comédie,aw
TrH15,Cyclo,1997,D:Hung,PU:,SU:,col,Drame,aw
YuB14,Exit in Red,1997,D:Bogayevicz,PU:,SU:,col,Romance,
GdT14,Mimic,1997,D:delToro,PU:,SU:,col,"Horreur, SciFi",aw
GGC14,Picture Perfect,1997,D:Caron,PU:,S:Fox,col,"Comédie, Romance",aw
PJH14,My Best Friend's Wedding,1997,D:P.Hogan,"P:Zucker, Ronald Bass",S:Tristar,col,"Musicale, Romance",aw
RuC13,Sprung,1997,D:Cundieff,PU:,SU:,prc,"Comédie, Romance",
AMt14,Dangerous Beauty,1997,D:Merlet,PU:,SU:,prc,Drame,
AWw5,The Assassins,1997,D:Wachowski,PU:,SU:,prc,Drame,
DBo12,A Life Less Ordinary,1997,D:Boyle,P:Andrew MacDonald,SU:,col,"Comédie, Suspense",aw
EBu10,"Long Time, Nothing New",1997,D:E.Burns,PU:,SU:,prc,Drame,
KSm3,Chasing Amy,1997,D:K.Smith,PU:,SU:,col,Drame,
LBv10,unknown,1997,D:Berovici,PU:,SU:,prc,Drame,
MGo10,Mrs. Dalloway,1997,D:Gorris,"P:Lisa Katselas Pare, Stephen Bayly",S:First Look,col,Romance,
TdC11,Box of Moonlight,1997,D:diCillo,PU:,SU:,prc,Drame,aw
TdC12,Safe Men,1997,D:diCillo,PU:,SU:,prc,Drame,
Upr2,My Son the Fanatic,1997,D:Prasad,PU:,SU:,col,Drame,aw
AyW11,American Werewolf in Paris,1997,D:Waller,PU:,SU:,col,Horreur,aw
JMn2,Cop Land,1997,D:Mangold,PU:,SU:,col,"Action, Drama, Crime, Policier",aw
MkJ11,The Matchmaker,1997,D:M.Joffe,PU:,SU:,col,"Comédie, Romance",aw
ABe10,Ma Vie En Rose,1997,D:Berliner,PU:,SU:,prc,Drame,GG
ACf10,Leave it to Beaver,1997,D:Cadiff,PU:,SU:,prc,Famille,
ANi10,Gattaca,1997,D:Niccol,PU:,S:Columbia,prc,SciFi,
ARm10,The Winter Guest,1997,D:Rickman,PU:,SU:,prc,Drame,
ATn10,Fools Rush In,1997,D:Tennant,PU:,SU:,prc,"Comédie, Romance",
AxP5,Citizen Ruth,1997,D:Payne,PU:,SU:,prc,Drame,
BFr10,The Myth of Fingerprints,1997,D:Freundlich,PU:,S:Sony,col,Drame,
BHu5,Harriet,1997,D:B.Hughes,PU:,SU:,prc,Drame,
BPr10,Anna Karenina,1997,D:B.Price,PU:,SU:,prc,Drame,
BRa10,Money Talks,1997,D:Ratner,"P:Walter Coblenz, Tracy Kramer",S:New Line,col,Comédie,
BSp10,That Darn Cat,1997,D:Spiers,PU:,SU:,prc,Comédie,
BSp12,Spice World,1997,D:Spiers,"PN:Uri Fructman,",SU:,prc,Musicale,
BtS10,For Richer or Poorer,1997,D:Spicer,P:Spicer,S:Udniversal,col,"Comédie, Romance",aw
CKl2,When the Cat' Away,1997,D:Klapisch,PU:,SU:,prc,Drame,
CrM10,The Grass Harp,1997,D:Mahlin,PU:,SU:,prc,Drame,
CSm10,Pippi Longstocking,1997,D:C.Smith,"P:Hasmi Giakoumis, Merle-Anne Ridley",SD:Legacy,col,Animation,
DDB10,Diary of a Seducer,1997,D:DuBroux,PU:,SU:,prc,Drame,
DLe1,Wish You Were Here,1997,D:Leland,PU:,SU:,prc,Drame,
DRa10,East Side Story,1997,D:Ranga,PU:,SU:,prc,"Documentaire, Comédie, Musicale",
DWl10,A Long Day's Journey Into Night,1997,D:Wellington,PU:,SU:,prc,Drame,
FcA10,Disoriented,1997,D:Aliwalas,PU:,SU:,prc,Comédie,
FTa10,Dream With the Fishes,1997,D:F.Taylor,PU:,SU:,prc,Drame,
GfD10,Addicted to Love,1997,D:G.Dunne,PU:,SU:,col,"Romance, Comédie",aw
GFl10,Kiss the Girls,1997,D:Fleder,PU:,S:Paramount,prc,Suspense,
GOl1,Nil By Mouth,1997,D:Oldman,PU:,SU:,prc,"Biopic, Drame",
GrM1,The Daytrippers,1997,D:Mottola,PU:,SU:,prc,Romance,
GrN10,Selena,1997,D:Nava,PN:Robert Katz,S:Warners,col,Biopic,
GTi10,Soul Food,1997,D:Tillman,PU:,SU:,prc,Drame,
GVe10,Mouse Hunt,1997,D:Verbinski,"P:Allan Richy, Ludwig",S:Dreamworks,Tcol,Comédie,aw
HyK10,Gummo,1997,D:Korine,P:Cary Woods,SU:,prc,"Comédie, Drame",
IDe1,The Brave,1997,D:Depp,PU:,SU:,prc,Drame,
INi10,Kull the Conqueror,1997,D:Nicolella,PU:,SU:,prc,Fantasy,
IPK10,The Locusts,1997,D:Kelley,PU:,SU:,prc,Drame,
JcC10,L.A. Johns,1997,D:Chopra,PU:,S:Fox,col,"Porn, TV",
JDy10,Hush,1997,D:Darby,PN:Douglas Wick,S:Sony Tristar,prc,Drame,
JeS10,Switchback,1997,D:J.Stuart,PU:,SU:,prc,Aventure,
JfPd10,Booty Call,1997,D:.Pollack,PU:,SU:,prc,Comédie,
JiG10,I Know What You Did Last Summer,1997,D:Gillespie,"P:Neal H. Moritz, Erik Feig, Stokeley Chafen",S:Mandalay  SD: Columbia,prc,Horreur,
JMw10,Breakdown,1997,D:Mostow,PU:,SU:,prc,Suspense,
JNo10,Sunday,1997,D:Nossiter,PU:,S:,col,Romance,
JSj10,Conspirators of Pleasure,1997,D:Svankmajer,PU:,SU:,col,Surreal,
KDK10,Crocodile,1997,D:Kim,PU:,SU:,prc,Drame,
KHe10,The Texas Chainsaw Massacre: The Next Generation,1997,D:Henkel,PU:,SU:,prc,Horreur,
KLe1,Eve's Bayou,1997,D:Lemmons,"P:Caldecott Chubb, Samuel L. Jackson",SU:,prc,Drame,
KSa10,A Smile Like Yours,1997,D:Samples,PU:,SU:,prc,"Comédie, Romance",
KSp1,Albino Alligator,1997,D:Spacey,PU:,SU:,prc,"Action, Drama, Crime, Policier",
LMf10,Flubber,1997,D:Mayfield,PU:,SU:,prc,Comédie,
LTa10,The Edge,1997,D:Tamahori,PU:,SU:,prc,"Drame, Action",
MgM10,The Incedibly True Adventures of Two Girls n Love,1997,D:Maggenti,PU:,SU:,prc,Drame,
MHa10,Kicked in the Head,1997,D:M.Harrison,PU:,SU:,prc,Comédie,
MHe9,"Cinemas d'Europe, Les virtuoses",1997,D:M.Herman,PU:,SU:,prc,Drame,
MHe10,Brassed Off,1997,D:M.Herman,PU:,SU:,prc,Drame,
MmL10,The Peacemaker,1997,D:M.Leder,"PN:Walter Parkes, Branko Lusti",S:Dreamworks,col,Action,
MUy10,Riding The Rails,1997,D:Uys,PU:,SU:,"bnw, col",Documentaire,
MvD10,Karakter,1997,D:vanDiem,PU:,SU:,prc,Drame,AA foreign
MyS10,Shall We Dance,1997,D:Suo,PU:,SU:,prc,Comédie,
NCs10,She's So Lovely,1997,D:NCassavetes,PU:,SD:Miramax:,col,"Drame, Romance",
NLB10,In the Company of Men,1997,D:LaBute,PU:,SU:,col,Drame,
PCa10,The Full Monty,1997,D:Cattaneo,PN:Pazioli,Sfox Searchlight:,prc,Comédie,AAN
PDc10,Children of the Revolution,1997,D:Duncan,PU:,SU:,prc,Comédie,
PTA10,Boogie Nights,1997,D:P.Anderson,PU:,S:New Line,col,Porn,
PtC5,"Comrades, A Love Story",1997,D:P.Chan,PU:,SU:,prc,Drame,
RCh10,Masterminds,1997,D:Christian,PU:,SU:,prc,Aventure,
SBo10,Prisoner of the Mountain,1997,D:Bodrov,PU:,SU:,prc,Drame,
ScM10,"Waving, Not Drowning",1997,D:S.Marshall,PU:,SU:,prc,Drame,
ScW10,'Til There Was You,1997,D:Winant,"PN:Tom Rosenberg, Alan Parke:",S:Paramount,col,Romance,
SGa10,Anthem,1997,D:Gabel,"PN:Gabel, Kristin Hahn",SD:Zeitgeist,col,Musicale,
SKe10,Vegas Vacation,1997,DU:,PU:,,col,Comédie,"LasVegas, NV"
SlB10,Love Serenade,1997,D:Barrett,PU:,S:Miramax,col,"Comédie, Romance",
SmW1,Con Air,1997,D:S.West,P:Jerry Bruckheimer,SU:,prc,Action,
SSv10,Johns,1997,D:S.Silver,PU:,SU:,prc,Documentaire,
STu10,Big Night,1997,D:Tucci,PU:,SU:,prc,Comédie,
TBN10,Eye of God,1997,D:Nelson,PU:,SU:,prc,Drame,
TSm10,8 Heads in a Duffel Bag,1997,D:Schulman,PU:,SU:,col,Comédie,
TSy10,Liar Liar,1997,D:Shadyac,P:Brian Grant,S:Universal,col,"Comédie, Romance",aw
TVi10,"Kiss me, Guido",1997,D:Vitale,PU:,SU:,prc,Comédie,
VCH10,Gridlock'd,1997,D:V.C.Hall,PU:,SU:,prc,Comédie,
VHd10,Uff Yeh Mohabbat,1997,D:Handa,PU:,SU:,col,Musicale,
xDv10,In the Company of Men,1997,D:DiVolito,PU:,SU:,prc,Drame,
YRu10,Hollywood Night,1997,D:Russcol,PU:,SU:,prc,"Drame, Porn",
xFu10,La Vie en Rose,1997,D:Furtlinger,PU:,SL:Be,prc,Drame,GG foreign
XWZ10,Ermo,1997,D:Zhou,PU:,SU:,prc,Drame,
Z9730,Turbulence,1997,D:UnYear97,P:Rysher,S:MGM,col,Drame,aw
Z9735,In and Out,1997,D:UnYear97,PU:,SU:,col,Drame,aw
Z97340,Paradise Road,1997,D:UnYear97,PU:,SU:,col,Drame,aw
Z9750,Safe Home,1997,D:UnYear97,PU:,SU:,col,Suspense,aw
Z9770,Copland,1997,D:UnYear97,PU:,S:Miramax,col,Drame,aw
Z9780,Vampire Vixens from Venus,1997,D:UnYear97,PU:,SU:,col,Porn,aw
Z9783,Lois and Clark,1997,D:UnYear97,PU:,SU:,col,"Fantasy, Romance",aw
PVh24,Showgirls,1996,DU:,PU:,SU:,col,Porn,aw
DWh01,Calendar Girl,1996,D:Whitesell,"PN:Debbie Robin,",S:Columbia,col,Drame,
Z0280,Romeo and Juliet,1996,D:Unknown2,PU:,SU:,col,Romance,aw
NoL26,No Escape,1996,D:N .Lee,PU:,S:Pathe,bnw,Suspense,H
PaJ60,The Frighteners,1996,D:P.Jackson,PU:,SU:,prc,"Comédie, Horreur",
PHy39,The Relic,1996,D:Hyams,PN:Gale Anne Hurd,SU:,col,"Horreur, Action",aw
EMo40,Beaumarchais l'insolent,1996,D:Molinaro,PU:,SU:,prc,Comédie,
IFr50,Brainscan,1996,D:Frankenheimer,PU:,SU:,col,Drame,aw
IFr51,The Island of Dr.Moreau,1996,D:Frankenheimer,PN:Edward R.Pressman,St: New Line,prc,SciFi,
JBC55,Flipper,1996,D:J.B.Clark,PU:,SU:,col,Aventure,
SL59,Night Falls on Manhattan,1996,D:Lumet,PU:,S:Paramount,col,Drame,aw
ERr55,Rendezvouz in Paris,1996,D:Rohmer,PU:,SU:,prc,Romance,
ClS45,Nelly and Monsieur Arnaud,1996,D:Sautet,PU:,SU:,prc,Romance,
IS32,Cold Comfort Farm,1996,D:Schlesinger,PU:,SU:,prc,Drame,
BtB32,Mon Homme,1996,D:Bt.Blier,PU:,SU:,col,Romance,aw
MF15,The People vs. Larry Flynt,1996,D:Forman,PU:,SU:,col,Biopic,aw
TGA22,Guantanamera,1996,D:Alea,PU:,SU:,col,Comédie,aw
KLo51,Land and Freedom,1996,D:Loach,PU:,SU:,col,Drame,aw
FZe21,Jane Eyre,1996,D:Zefferelli,PN:Dyson Lovell,S:Majestic SD: Miramax,prc,Drame,
MN27,The Birdcage,1996,D:M.Nichols,PU:,SU:,col,Comédie,aw
CaR38,That Old Feeling,1996,D:C.Reiner,"P:Leslie Dixon, Jerry Bruckheimer",S:Universal,col,"Comédie, Romance",aw
BdP30,Mission Impossible,1996,D:dePalma,"PN:Tom Cruise, Paula Wagner",S:Paramount,col,Action,aw
YYa82,TZ:,1996,D:Yamada,PN:,St:Shochiku,col,Comédie,
ATe20,Les Voleurs,1996,D:Techine,PU:,SU:,col,Suspense,aw
BSc40,Before and After,1996,D:Schroeder,PU:,SU:,col,Drame,
RA19,In Love and War,1996,D:Attenborough,"P:Atttenborough, Dmitri Villard",S:New Line,col,Drame,aw
MS30,Casino,1996,D:Scorsese,PU:,SU:,col,Drame,aw
PM21,Faithful,1996,D:Mazursky,PU:,S:Tribeca,prc,Drame,
Tan20,Ulysses' Gaze,1996,D:Angelopoulos,PU:,SU:,col,Epic,
WCr43,The Haunting,1996,D:W,PU:,SU:,col,Drame,aw
WCr44,Scream,1996,D:W.Craven,PU:,S:Dimension,col,Horreur,aw
HJ15,Last summer in the Hamptons,1996,D:Jaglom,PU:,SU:,prc,Drame,
